CUSTOMER_ID,CUSTOMER_NAME,EMAIL,PHONE_NUMBER,STREET,CITY,COUNTRY,POST_CODE,LOYALTY_CARD,ORDER_ID,ORDER_DATE,PRODUCT_ID,QUANTITY,COFFEE_TYPE,ROAST_TYPE,SIZE,UNIT_PRICE,PRICE_PER_100G,PROFIT
61954-61462-RJ,Muffin Yallop,myallop3a@fema.gov,+1 (907) 267-1236,1 Beilfuss Junction,Anchorage,United States,99507,Yes,RFH-64349-897,10/22/2019,E-D-0.5,3,Exc,D,0.5,7.29,1.458,0.8019
47939-53158-LS,Cordi Switsur,cswitsur3b@chronoengine.com,+1 (615) 791-3142,57942 North Point,Nashville,United States,37215,No,TKL-20738-660,10/2/2021,E-M-0.2,1,Exc,M,0.2,4.125,2.0625,0.45375
47939-53158-LS,Cordi Switsur,cswitsur3b@chronoengine.com,+1 (615) 791-3142,57942 North Point,Nashville,United States,37215,No,TKL-20738-660,10/2/2021,A-L-0.2,1,Ara,L,0.2,3.885,1.9425,0.34965
47939-53158-LS,Cordi Switsur,cswitsur3b@chronoengine.com,+1 (615) 791-3142,57942 North Point,Nashville,United States,37215,No,TKL-20738-660,10/2/2021,E-M-1,5,Exc,M,1,13.75,1.375,1.5125
61513-27752-FA,Mahala Ludwell,mludwell3e@blogger.com,+1 (303) 242-3542,6 Bay Center,Denver,United States,80217,Yes,GOW-03198-575,3/13/2021,A-D-0.5,4,Ara,D,0.5,5.97,1.194,0.5373
89714-19856-WX,Doll Beauchamp,dbeauchamp3f@usda.gov,+1 (203) 189-4256,0967 Clemons Alley,Stamford,United States,6912,No,QJB-90477-635,6/12/2022,L-L-2.5,4,Lib,L,2.5,36.455,1.4582,4.73915
87979-56781-YV,Stanford Rodliff,srodliff3g@ted.com,+1 (757) 537-3012,3 Lerdahl Parkway,Newport News,United States,23605,Yes,MWP-46239-785,4/27/2019,L-M-0.2,5,Lib,M,0.2,4.365,2.1825,0.56745
74126-88836-KA,Stevana Woodham,swoodham3h@businesswire.com,+353 (190) 188-4918,7 Rowland Plaza,Drumcondra,Ireland,D11,Yes,QDV-03406-248,5/23/2019,L-M-0.5,3,Lib,M,0.5,8.73,1.746,1.1349
37397-05992-VO,Hewet Synnot,hsynnot3i@about.com,+1 (907) 245-0601,9667 Lunder Court,Anchorage,United States,99599,No,GPH-40635-105,7/14/2020,A-M-1,1,Ara,M,1,11.25,1.125,1.0125
54904-18397-UD,Raleigh Lepere,rlepere3j@shop-pro.jp,+353 (792) 857-4513,27 Mosinee Court,Beaumont,Ireland,D17,No,JOM-80930-071,11/10/2021,L-D-1,6,Lib,D,1,12.95,1.295,1.6835
19017-95853-EK,Timofei Woofinden,twoofinden3k@businesswire.com,+1 (701) 503-1067,1 Pennsylvania Center,Fargo,United States,58122,No,OIL-26493-755,8/31/2021,A-M-0.5,1,Ara,M,0.5,6.75,1.35,0.6075
88593-59934-VU,Evelina Dacca,edacca3l@google.pl,+1 (812) 921-5458,83150 Dixon Park,Evansville,United States,47737,Yes,CYV-13426-645,7/6/2019,E-D-1,1,Exc,D,1,12.15,1.215,1.3365
47493-68564-YM,Bidget Tremellier,,+353 (900) 633-2359,5 Sunfield Parkway,Cherryville,Ireland,P31,Yes,WRP-39846-614,3/4/2022,A-L-2.5,5,Ara,L,2.5,29.785,1.1914,2.68065
82246-82543-DW,Bobinette Hindsberg,bhindsberg3n@blogs.com,+1 (704) 888-5303,7 Brickson Park Road,Charlotte,United States,28210,Yes,VDZ-76673-968,12/31/2020,E-D-0.5,2,Exc,D,0.5,7.29,1.458,0.8019
03384-62101-IY,Osbert Robins,orobins3o@salon.com,+1 (256) 196-8054,42557 Fallview Plaza,Huntsville,United States,35815,Yes,VTV-03546-175,7/31/2020,A-L-2.5,5,Ara,L,2.5,29.785,1.1914,2.68065
86881-41559-OR,Othello Syseland,osyseland3p@independent.co.uk,+1 (714) 895-0210,957 Sachtjen Road,Santa Ana,United States,92725,No,GHR-72274-715,5/24/2021,L-D-1,1,Lib,D,1,12.95,1.295,1.6835
02536-18494-AQ,Ewell Hanby,,,903 Oak Center,Washington,United States,20520,Yes,ZGK-97262-313,7/16/2022,E-M-2.5,3,Exc,M,2.5,31.625,1.265,3.47875
90312-11148-LA,Lowell Keenleyside,lkeenleyside3s@topsy.com,+1 (636) 713-5124,6 Hauk Junction,Saint Louis,United States,63131,No,QUU-91729-492,7/29/2021,A-D-0.2,4,Ara,D,0.2,2.985,1.4925,0.26865
68239-74809-TF,Elonore Joliffe,,+353 (994) 611-5746,7077 School Crossing,Bailieborough,Ireland,C15,No,PVI-72795-960,3/17/2022,E-L-2.5,3,Exc,L,2.5,34.155,1.3662,3.75705
91074-60023-IP,Abraham Coleman,,+1 (808) 815-5051,40 Packers Alley,Honolulu,United States,96805,No,PPP-78935-365,2/11/2021,E-D-1,4,Exc,D,1,12.15,1.215,1.3365
07972-83748-JI,Rivy Farington,,+1 (951) 638-0879,54400 Brickson Park Center,Corona,United States,92878,Yes,JUO-34131-517,2/13/2019,L-D-1,6,Lib,D,1,12.95,1.295,1.6835
08694-57330-XR,Vallie Kundt,vkundt3w@bigcartel.com,+353 (472) 791-2507,3 Porter Hill,Ballivor,Ireland,D17,Yes,ZJE-89333-489,5/13/2022,L-D-2.5,1,Lib,D,2.5,29.785,1.1914,3.87205
68412-11126-YJ,Boyd Bett,bbett3x@google.de,+1 (202) 632-9905,353 Maple Wood Avenue,Washington,United States,20520,Yes,LOO-35324-159,5/19/2020,A-L-0.2,4,Ara,L,0.2,3.885,1.9425,0.34965
69037-66822-DW,Julio Armytage,,,782 Spaight Center,Portumna,Ireland,V31,Yes,JBQ-93412-846,4/27/2022,E-L-2.5,4,Exc,L,2.5,34.155,1.3662,3.75705
01297-94364-XH,Deana Staite,dstaite3z@scientificamerican.com,+1 (713) 478-3937,39 Dunning Hill,Houston,United States,77281,No,EHX-66333-637,9/9/2020,L-M-0.5,2,Lib,M,0.5,8.73,1.746,1.1349
39919-06540-ZI,Winn Keyse,wkeyse40@apple.com,+1 (650) 947-8867,02688 Duke Park,Orange,United States,92668,Yes,WXG-25759-236,3/10/2021,E-L-2.5,2,Exc,L,2.5,34.155,1.3662,3.75705
60512-78550-WS,Osmund Clausen-Thue,oclausenthue41@marriott.com,+1 (915) 558-6109,2163 Dexter Hill,El Paso,United States,88553,No,QNA-31113-984,4/7/2019,L-M-0.2,4,Lib,M,0.2,4.365,2.1825,0.56745
40172-12000-AU,Leonore Francisco,lfrancisco42@fema.gov,+1 (775) 346-9758,48757 Bay Parkway,Carson City,United States,89714,No,ZWI-52029-159,7/12/2020,L-M-1,3,Lib,M,1,14.55,1.455,1.8915
40172-12000-AU,Leonore Francisco,lfrancisco42@fema.gov,+1 (775) 346-9758,48757 Bay Parkway,Carson City,United States,89714,No,ZWI-52029-159,7/12/2020,E-M-1,2,Exc,M,1,13.75,1.375,1.5125
39019-13649-CL,Giacobo Skingle,gskingle44@clickbank.net,+1 (801) 886-5886,61617 Roth Street,Provo,United States,84605,Yes,DFS-49954-707,12/21/2021,E-D-0.2,5,Exc,D,0.2,3.645,1.8225,0.40095
12715-05198-QU,Gerard Pirdy,,+1 (305) 345-2788,74 Becker Lane,Boca Raton,United States,33487,Yes,VYP-89830-878,10/4/2020,A-M-2.5,2,Ara,M,2.5,25.875,1.035,2.32875
04513-76520-QO,Jacinthe Balsillie,jbalsillie46@princeton.edu,+1 (540) 905-2213,2 Heffernan Center,Roanoke,United States,24040,Yes,AMT-40418-362,8/8/2020,L-D-1,1,Lib,D,1,12.95,1.295,1.6835
88446-59251-SQ,Quinton Fouracres,,+1 (515) 508-1573,53 New Castle Point,Des Moines,United States,50369,Yes,NFQ-23241-793,10/11/2020,A-M-1,3,Ara,M,1,11.25,1.125,1.0125
23779-10274-KN,Bettina Leffek,bleffek48@ning.com,+1 (808) 815-3474,0688 Burning Wood Point,Honolulu,United States,96805,Yes,JQK-64922-985,11/10/2021,R-M-2.5,3,Rob,M,2.5,22.885,0.9154,1.3731
57235-92842-DK,Hetti Penson,,+1 (754) 664-6126,16 Dottie Point,Fort Lauderdale,United States,33345,No,YET-17732-678,6/20/2021,R-D-0.2,1,Rob,D,0.2,2.685,1.3425,0.1611
75977-30364-AY,Jocko Pray,jpray4a@youtube.com,+1 (215) 771-6504,7764 Thackeray Hill,Philadelphia,United States,19172,No,NKW-24945-846,10/4/2021,A-D-2.5,5,Ara,D,2.5,22.885,0.9154,2.05965
12299-30914-NG,Grete Holborn,gholborn4b@ow.ly,+1 (203) 577-5788,124 Sycamore Point,Norwalk,United States,6854,Yes,VKA-82720-513,6/24/2019,A-M-2.5,6,Ara,M,2.5,25.875,1.035,2.32875
59971-35626-YJ,Fielding Keinrat,fkeinrat4c@dailymail.co.uk,+1 (817) 785-7050,99382 Hagan Hill,Arlington,United States,76011,Yes,THA-60599-417,10/26/2019,A-M-2.5,3,Ara,M,2.5,25.875,1.035,2.32875
15380-76513-PS,Paulo Yea,pyea4d@aol.com,+353 (885) 555-9183,9760 Nelson Lane,Ashford,Ireland,H12,No,MEK-39769-035,6/27/2021,R-D-2.5,3,Rob,D,2.5,20.585,0.8234,1.2351
73564-98204-EY,Say Risborough,,+1 (423) 485-6650,57914 Brentwood Junction,Chattanooga,United States,37416,Yes,JAF-18294-750,9/6/2019,R-D-2.5,6,Rob,D,2.5,20.585,0.8234,1.2351
72282-40594-RX,Alexa Sizey,,+1 (503) 774-7836,198 Lighthouse Bay Avenue,Portland,United States,97296,No,TME-59627-221,4/30/2021,L-L-2.5,6,Lib,L,2.5,36.455,1.4582,4.73915
17514-94165-RJ,Kari Swede,kswede4g@addthis.com,+1 (405) 535-0273,94 Pleasure Circle,Oklahoma City,United States,73135,No,UDG-65353-824,1/7/2020,E-M-0.5,4,Exc,M,0.5,8.25,1.65,0.9075
56248-75861-JX,Leontine Rubrow,lrubrow4h@microsoft.com,+1 (202) 503-9022,352 Jana Center,Washington,United States,20520,No,ENQ-42923-176,1/11/2021,A-L-0.5,3,Ara,L,0.5,7.77,1.554,0.6993
97855-54761-IS,Dottie Tift,dtift4i@netvibes.com,+1 (336) 766-8518,581 Forest Run Avenue,Greensboro,United States,27415,Yes,CBT-55781-720,11/15/2021,E-D-0.5,3,Exc,D,0.5,7.29,1.458,0.8019
96544-91644-IT,Gerardo Schonfeld,gschonfeld4j@oracle.com,+1 (571) 238-0580,60 Spohn Plaza,Alexandria,United States,22313,No,NEU-86533-016,6/3/2019,R-D-0.2,6,Rob,D,0.2,2.685,1.3425,0.1611
51971-70393-QM,Claiborne Feye,cfeye4k@google.co.jp,+353 (471) 184-7815,601 Northridge Circle,Castlebridge,Ireland,R14,No,BYU-58154-603,12/17/2020,E-D-0.5,4,Exc,D,0.5,7.29,1.458,0.8019
06812-11924-IK,Mina Elstone,,+1 (262) 320-1474,6 Manley Plaza,Racine,United States,53405,Yes,EHJ-05910-257,2/7/2021,R-D-1,6,Rob,D,1,8.95,0.895,0.537
59741-90220-OW,Sherman Mewrcik,,+1 (305) 419-8626,44305 Scofield Park,Clearwater,United States,34629,Yes,EIL-44855-309,3/15/2021,R-D-0.5,5,Rob,D,0.5,5.37,1.074,0.3222
62682-27930-PD,Tamarah Fero,tfero4n@comsenz.com,+1 (262) 954-6859,6 Fisk Street,Racine,United States,53405,Yes,HCA-87224-420,8/4/2022,E-M-0.5,5,Exc,M,0.5,8.25,1.65,0.9075
00256-19905-YG,Stanislaus Valsler,,+353 (479) 865-9222,95 Southridge Alley,Castlebridge,Ireland,R14,No,ABO-29054-365,1/19/2019,A-M-0.5,6,Ara,M,0.5,6.75,1.35,0.6075
38890-22576-UI,Felita Dauney,fdauney4p@sphinn.com,+353 (669) 355-6726,22484 Tomscot Lane,Castlebellingham,Ireland,Y34,No,TKN-58485-031,3/23/2022,R-D-1,2,Rob,D,1,8.95,0.895,0.537
94573-61802-PH,Serena Earley,searley4q@youku.com,,66197 Onsgard Place,Craigavon,United Kingdom,BT66,No,RCK-04069-371,10/7/2021,E-L-2.5,2,Exc,L,2.5,34.155,1.3662,3.75705
86447-02699-UT,Minny Chamberlayne,mchamberlayne4r@bigcartel.com,+1 (813) 801-0026,1 Ridgeview Place,Tampa,United States,33686,Yes,IRJ-67095-738,3/20/2019,E-M-2.5,2,Exc,M,2.5,31.625,1.265,3.47875
51432-27169-KN,Bartholemy Flaherty,bflaherty4s@moonfruit.com,,045 Jana Place,Eadestown,Ireland,A86,No,VEA-31961-977,12/15/2021,E-D-0.5,3,Exc,D,0.5,7.29,1.458,0.8019
43074-00987-PB,Oran Colbeck,ocolbeck4t@sina.com.cn,+1 (334) 441-4420,8984 Moulton Hill,Montgomery,United States,36195,No,BAF-42286-205,6/8/2022,R-M-2.5,4,Rob,M,2.5,22.885,0.9154,1.3731
04739-85772-QT,Elysee Sketch,,+1 (775) 947-1470,2 Gina Drive,Sparks,United States,89436,Yes,WOR-52762-511,12/14/2019,E-L-2.5,6,Exc,L,2.5,34.155,1.3662,3.75705
28279-78469-YW,Ethelda Hobbing,ehobbing4v@nsw.gov.au,+1 (478) 206-7670,1 Debs Place,Macon,United States,31205,Yes,ZWK-03995-815,4/10/2021,E-M-2.5,2,Exc,M,2.5,31.625,1.265,3.47875
91829-99544-DS,Odille Thynne,othynne4w@auda.org.au,+1 (562) 132-7323,26 Oakridge Way,Whittier,United States,90605,Yes,CKF-43291-846,3/10/2020,E-L-2.5,1,Exc,L,2.5,34.155,1.3662,3.75705
38978-59582-JP,Emlynne Heining,eheining4x@flickr.com,,439 West Point,Johnson City,United States,37605,Yes,RMW-74160-339,10/16/2020,R-L-2.5,4,Rob,L,2.5,27.485,1.0994,1.6491
86504-96610-BH,Katerina Melloi,kmelloi4y@imdb.com,+1 (315) 525-0805,1930 Haas Way,Rochester,United States,14614,No,FMT-94584-786,10/8/2019,A-L-1,2,Ara,L,1,12.95,1.295,1.1655
75986-98864-EZ,Tiffany Scardafield,,+353 (232) 652-5145,69737 Hanover Center,Portarlington,Ireland,R21,No,NWT-78222-575,12/31/2019,A-D-0.2,1,Ara,D,0.2,2.985,1.4925,0.26865
66776-88682-RG,Abrahan Mussen,amussen50@51.la,+1 (212) 630-8669,22974 Beilfuss Plaza,Brooklyn,United States,11254,No,EOI-02511-919,3/20/2020,E-L-0.2,5,Exc,L,0.2,4.455,2.2275,0.49005
66776-88682-RG,Abrahan Mussen,amussen50@51.la,+1 (212) 630-8669,22974 Beilfuss Plaza,Brooklyn,United States,11254,No,EOI-02511-919,3/20/2020,A-D-0.5,5,Ara,D,0.5,5.97,1.194,0.5373
85851-78384-DM,Anny Mundford,amundford52@nbcnews.com,+1 (434) 738-7279,5097 Mitchell Plaza,Charlottesville,United States,22908,No,UCT-03935-589,3/29/2021,R-D-0.5,6,Rob,D,0.5,5.37,1.074,0.3222
55232-81621-BX,Tory Walas,twalas53@google.ca,+1 (214) 205-7809,2673 Everett Place,Garland,United States,75044,No,SBI-60013-494,11/12/2021,E-M-0.2,2,Exc,M,0.2,4.125,2.0625,0.45375
80310-92912-JA,Isa Blazewicz,iblazewicz54@thetimes.co.uk,+1 (612) 683-3450,4646 Graceland Circle,Minneapolis,United States,55448,No,QRA-73277-814,7/20/2021,A-L-0.5,4,Ara,L,0.5,7.77,1.554,0.6993
19821-05175-WZ,Angie Rizzetti,arizzetti55@naver.com,+1 (517) 237-7606,24 Mendota Junction,Lansing,United States,48919,Yes,EQE-31648-909,1/18/2019,E-D-0.5,5,Exc,D,0.5,7.29,1.458,0.8019
01338-83217-GV,Mord Meriet,mmeriet56@noaa.gov,+1 (701) 560-2604,56000 Kedzie Alley,Grand Forks,United States,58207,No,QOO-24615-950,8/7/2019,R-M-2.5,3,Rob,M,2.5,22.885,0.9154,1.3731
66044-25298-TA,Lawrence Pratt,lpratt57@netvibes.com,,57 Monterey Avenue,Anchorage,United States,99522,Yes,WDV-73864-037,3/13/2022,L-M-0.5,5,Lib,M,0.5,8.73,1.746,1.1349
28728-47861-TZ,Astrix Kitchingham,akitchingham58@com.com,+1 (405) 645-2204,716 Shoshone Point,Oklahoma City,United States,73129,Yes,PKR-88575-066,5/17/2022,E-L-0.2,1,Exc,L,0.2,4.455,2.2275,0.49005
32638-38620-AX,Burnard Bartholin,bbartholin59@xinhuanet.com,+1 (918) 720-2715,19600 Scofield Trail,Tulsa,United States,74103,Yes,BWR-85735-955,12/14/2019,L-M-1,3,Lib,M,1,14.55,1.455,1.8915
83163-65741-IH,Madelene Prinn,mprinn5a@usa.gov,+1 (734) 909-6836,39 Dahle Road,Detroit,United States,48211,Yes,YFX-64795-136,1/15/2020,L-M-2.5,1,Lib,M,2.5,33.465,1.3386,4.35045
89422-58281-FD,Alisun Baudino,abaudino5b@netvibes.com,+1 (202) 328-7869,07 Charing Cross Circle,Washington,United States,20436,Yes,DDO-71442-967,4/12/2019,L-D-0.2,5,Lib,D,0.2,3.885,1.9425,0.50505
76293-30918-DQ,Philipa Petrushanko,ppetrushanko5c@blinklist.com,+353 (540) 480-2145,08 Laurel Trail,Nenagh,Ireland,E45,Yes,ILQ-11027-588,3/29/2020,E-D-1,6,Exc,D,1,12.15,1.215,1.3365
86779-84838-EJ,Kimberli Mustchin,,+1 (602) 411-5038,0043 Arkansas Court,Mesa,United States,85215,No,KRZ-13868-122,3/24/2022,E-L-1,3,Exc,L,1,14.85,1.485,1.6335
66806-41795-MX,Emlynne Laird,elaird5e@bing.com,+1 (330) 112-0053,43451 Doe Crossing Trail,Warren,United States,44485,No,VRM-93594-914,7/21/2021,E-D-0.5,5,Exc,D,0.5,7.29,1.458,0.8019
64875-71224-UI,Marlena Howsden,mhowsden5f@infoseek.co.jp,+1 (901) 806-9640,0410 Autumn Leaf Drive,Memphis,United States,38150,No,HXL-22497-359,8/6/2019,A-L-1,3,Ara,L,1,12.95,1.295,1.1655
16982-35708-BZ,Nealson Cuttler,ncuttler5g@parallels.com,,1 Melvin Circle,Washington,United States,20535,No,NOP-21394-646,5/23/2021,E-L-0.5,6,Exc,L,0.5,8.91,1.782,0.9801
16982-35708-BZ,Nealson Cuttler,ncuttler5g@parallels.com,,1 Melvin Circle,Washington,United States,20535,No,NOP-21394-646,5/23/2021,L-D-2.5,2,Lib,D,2.5,29.785,1.1914,3.87205
16982-35708-BZ,Nealson Cuttler,ncuttler5g@parallels.com,,1 Melvin Circle,Washington,United States,20535,No,NOP-21394-646,5/23/2021,L-D-2.5,3,Lib,D,2.5,29.785,1.1914,3.87205
16982-35708-BZ,Nealson Cuttler,ncuttler5g@parallels.com,,1 Melvin Circle,Washington,United States,20535,No,NOP-21394-646,5/23/2021,L-L-0.5,4,Lib,L,0.5,9.51,1.902,1.2363
16982-35708-BZ,Nealson Cuttler,ncuttler5g@parallels.com,,1 Melvin Circle,Washington,United States,20535,No,NOP-21394-646,5/23/2021,E-M-1,3,Exc,M,1,13.75,1.375,1.5125
66708-26678-QK,Adriana Lazarus,,+1 (801) 581-0444,9429 Porter Circle,Ogden,United States,84409,No,FTV-77095-168,4/8/2021,L-L-0.5,6,Lib,L,0.5,9.51,1.902,1.2363
08743-09057-OO,Tallie felip,tfelip5m@typepad.com,+1 (518) 651-0940,9 Roth Point,Albany,United States,12205,Yes,BOR-02906-411,10/17/2021,L-D-2.5,6,Lib,D,2.5,29.785,1.1914,3.87205
37490-01572-JW,Vanna Le - Count,vle5n@disqus.com,+1 (864) 694-6658,69128 Ronald Regan Road,Spartanburg,United States,29305,No,WMP-68847-770,2/16/2022,L-L-0.2,1,Lib,L,0.2,4.755,2.3775,0.61815
01811-60350-CU,Sarette Ducarel,,+1 (914) 915-4328,04922 Colorado Street,Staten Island,United States,10310,No,TMO-22785-872,7/15/2020,E-M-1,6,Exc,M,1,13.75,1.375,1.5125
24766-58139-GT,Kendra Glison,,+1 (202) 137-6867,1 Kipling Lane,Washington,United States,20337,Yes,TJG-73587-353,2/22/2020,R-D-0.2,3,Rob,D,0.2,2.685,1.3425,0.1611
90123-70970-NY,Nertie Poolman,npoolman5q@howstuffworks.com,,356 Service Way,Charlotte,United States,28225,No,OOU-61343-455,1/15/2021,A-M-1,2,Ara,M,1,11.25,1.125,1.0125
93809-05424-MG,Orbadiah Duny,oduny5r@constantcontact.com,+1 (806) 181-9003,62772 Arkansas Pass,Lubbock,United States,79491,Yes,RMA-08327-369,1/11/2021,A-M-0.5,6,Ara,M,0.5,6.75,1.35,0.6075
85425-33494-HQ,Constance Halfhide,chalfhide5s@google.ru,+353 (885) 827-8865,75275 Sunnyside Center,Fermoy,Ireland,P61,Yes,SFB-97929-779,4/8/2022,E-D-0.5,4,Exc,D,0.5,7.29,1.458,0.8019
54387-64897-XC,Fransisco Malecky,fmalecky5t@list-manage.com,+44 (738) 660-4264,11 Dakota Lane,Whitwell,United Kingdom,DL10,No,AUP-10128-606,10/1/2020,A-M-0.5,1,Ara,M,0.5,6.75,1.35,0.6075
01035-70465-UO,Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,72 Maryland Terrace,Charlottesville,United States,22908,Yes,YTW-40242-005,10/28/2019,L-D-1,4,Lib,D,1,12.95,1.295,1.6835
01035-70465-UO,Anselma Attwater,aattwater5u@wikia.com,+1 (434) 821-8618,72 Maryland Terrace,Charlottesville,United States,22908,Yes,QTR-19001-114,11/21/2019,A-D-1,2,Ara,D,1,9.95,0.995,0.8955
84260-39432-ML,Minette Whellans,mwhellans5v@mapquest.com,,3 High Crossing Way,New York City,United States,10105,No,PRP-53390-819,3/28/2021,E-L-0.5,6,Exc,L,0.5,8.91,1.782,0.9801
69779-40609-RS,Dael Camilletti,dcamilletti5w@businesswire.com,+1 (540) 722-6065,782 American Terrace,Roanoke,United States,24009,Yes,GSJ-01065-125,3/31/2020,E-D-0.2,4,Exc,D,0.2,3.645,1.8225,0.40095
80247-70000-HT,Emiline Galgey,egalgey5x@wufoo.com,+1 (718) 311-6732,6 Park Meadow Plaza,New York City,United States,10009,No,YQU-65147-580,3/26/2022,R-D-2.5,1,Rob,D,2.5,20.585,0.8234,1.2351
35058-04550-VC,Murdock Hame,mhame5y@newsvine.com,+353 (649) 297-0884,0 Burning Wood Drive,Balally,Ireland,D04,No,QPM-95832-683,11/6/2019,L-L-1,2,Lib,L,1,15.85,1.585,2.0605
27226-53717-SY,Ilka Gurnee,igurnee5z@usnews.com,+1 (801) 642-0352,1 Troy Circle,Salt Lake City,United States,84120,No,BNQ-88920-567,12/30/2019,L-D-0.2,6,Lib,D,0.2,3.885,1.9425,0.50505
02002-98725-CH,Alfy Snowding,asnowding60@comsenz.com,+1 (419) 996-2492,1691 Comanche Lane,Toledo,United States,43635,Yes,PUX-47906-110,10/1/2021,L-M-1,4,Lib,M,1,14.55,1.455,1.8915
38487-01549-MV,Godfry Poinsett,gpoinsett61@berkeley.edu,+1 (626) 451-7397,75026 Monica Parkway,Pasadena,United States,91131,No,COL-72079-610,12/9/2020,E-L-0.5,4,Exc,L,0.5,8.91,1.782,0.9801
98573-41811-EQ,Rem Furman,rfurman62@t.co,+353 (829) 808-4788,91239 Ilene Hill,Kinsale,Ireland,P17,Yes,LBC-45686-819,5/1/2021,A-M-1,5,Ara,M,1,11.25,1.125,1.0125
72463-75685-MV,Charis Crosier,ccrosier63@xrea.com,+1 (816) 578-2743,54506 Arapahoe Center,Lees Summit,United States,64082,No,BLQ-03709-265,8/4/2022,R-L-0.2,3,Rob,L,0.2,3.585,1.7925,0.2151
72463-75685-MV,Charis Crosier,ccrosier63@xrea.com,+1 (816) 578-2743,54506 Arapahoe Center,Lees Summit,United States,64082,No,BLQ-03709-265,8/4/2022,R-M-0.2,5,Rob,M,0.2,2.985,1.4925,0.1791
10225-91535-AI,Lenka Rushmer,lrushmer65@europa.eu,+1 (949) 869-7598,70379 Canary Plaza,Irvine,United States,92619,Yes,VFZ-91673-181,11/13/2021,A-L-1,6,Ara,L,1,12.95,1.295,1.1655
48090-06534-HI,Waneta Edinborough,wedinborough66@github.io,+1 (516) 445-4950,1 Golden Leaf Hill,Hicksville,United States,11854,No,WKD-81956-870,9/16/2020,L-D-0.5,3,Lib,D,0.5,7.77,1.554,1.0101
80444-58185-FX,Bobbe Piggott,,+1 (202) 650-1803,812 Erie Court,Washington,United States,20546,Yes,TNI-91067-006,10/5/2020,E-L-1,4,Exc,L,1,14.85,1.485,1.6335
13561-92774-WP,Ketty Bromehead,kbromehead68@un.org,+1 (646) 586-9964,69 Birchwood Place,New York City,United States,10060,Yes,IZA-61469-812,1/6/2020,L-D-2.5,4,Lib,D,2.5,29.785,1.1914,3.87205
11550-78378-GE,Elsbeth Westerman,ewesterman69@si.edu,+353 (343) 455-4020,7 Packers Court,Newmarket on Fergus,Ireland,P17,No,PSS-22466-862,5/21/2021,R-L-0.2,4,Rob,L,0.2,3.585,1.7925,0.2151
90961-35603-RP,Anabelle Hutchens,ahutchens6a@amazonaws.com,+1 (913) 108-5997,8 Russell Plaza,Shawnee Mission,United States,66276,No,REH-56504-397,2/26/2020,A-M-2.5,5,Ara,M,2.5,25.875,1.035,2.32875
57145-03803-ZL,Noak Wyvill,nwyvill6b@naver.com,+44 (872) 383-2829,47 Declaration Alley,Edinburgh,United Kingdom,EH9,Yes,ALA-62598-016,2/19/2020,R-D-0.2,6,Rob,D,0.2,2.685,1.3425,0.1611
89115-11966-VF,Beltran Mathon,bmathon6c@barnesandnoble.com,+1 (916) 915-5069,6131 Huxley Pass,Sacramento,United States,94291,No,EYE-70374-835,6/29/2021,R-L-0.2,5,Rob,L,0.2,3.585,1.7925,0.2151
05754-41702-FG,Kristos Streight,kstreight6d@about.com,+1 (570) 873-3891,5 Anderson Court,Wilkes Barre,United States,18706,No,CCZ-19589-212,3/27/2021,L-M-0.2,2,Lib,M,0.2,4.365,2.1825,0.56745
84269-49816-ML,Portie Cutchie,pcutchie6e@globo.com,+1 (336) 679-7755,5 Esch Parkway,Greensboro,United States,27499,No,BPT-83989-157,10/27/2021,A-M-2.5,2,Ara,M,2.5,25.875,1.035,2.32875
23600-98432-ME,Sinclare Edsell,,+1 (302) 746-8950,226 Harper Place,Newark,United States,19725,Yes,YFH-87456-208,6/12/2019,L-M-0.2,2,Lib,M,0.2,4.365,2.1825,0.56745
79058-02767-CP,Conny Gheraldi,cgheraldi6g@opera.com,+44 (494) 875-2364,28998 Cottonwood Point,Kinloch,United Kingdom,PH43,No,JLN-14700-924,6/28/2020,L-L-0.2,5,Lib,L,0.2,4.755,2.3775,0.61815
89208-74646-UK,Beryle Kenwell,bkenwell6h@over-blog.com,+1 (808) 836-6023,62 Dayton Drive,Honolulu,United States,96825,No,JVW-22582-137,3/23/2021,E-M-0.2,5,Exc,M,0.2,4.125,2.0625,0.45375
11408-81032-UR,Tomas Sutty,tsutty6i@google.es,+1 (212) 586-1957,736 Mosinee Court,New York City,United States,10150,No,LAA-41879-001,2/10/2022,L-L-2.5,1,Lib,L,2.5,36.455,1.4582,4.73915
32070-55528-UG,Samuele Ales0,,,0023 Westport Terrace,Ballinroad,Ireland,D07,No,BRV-64870-915,4/16/2019,L-L-2.5,5,Lib,L,2.5,36.455,1.4582,4.73915
48873-84433-PN,Carlie Harce,charce6k@cafepress.com,+353 (444) 423-0673,8 Melrose Center,D煤n Laoghaire,Ireland,A96,No,RGJ-12544-083,2/12/2020,L-D-2.5,3,Lib,D,2.5,29.785,1.1914,3.87205
32928-18158-OW,Craggy Bril,,+1 (513) 461-0440,955 Ridge Oak Street,Cincinnati,United States,45218,Yes,JJX-83339-346,1/2/2022,R-L-0.2,1,Rob,L,0.2,3.585,1.7925,0.2151
